City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Iqaluit,63.75,-68.51,21.2,62,90,5.82,CA,1603856710
Grindavik,63.84,-22.43,39.2,55,0,20.8,IS,1603857180
Soure,-0.72,-48.52,81.52,82,46,13.0,BR,1603857181
Hilo,19.73,-155.09,78.8,78,75,3.36,US,1603856611
Nioro,13.35,-15.75,72.16,69,0,2.53,GM,1603857184
Hommelvik,63.41,10.79,37.0,83,0,2.24,NO,1603857185
Kampot,10.62,104.18,84.2,83,40,16.11,KH,1603857186
Ode,7.79,5.71,70.61,90,0,2.51,NG,1603857187
New Norfolk,-42.78,147.06,62.01,57,91,3.0,AU,1603857017
Norman Wells,65.28,-126.83,1.4,91,75,1.54,CA,1603857189
Bafilo,9.35,1.27,66.2,77,100,4.7,TG,1603857190
Uíge,-7.61,15.06,68.56,96,100,2.08,AO,1603857192
Hithadhoo,-0.6,73.08,84.49,66,95,10.87,MV,1603857194
Curicó,-34.98,-71.23,53.6,66,90,8.05,CL,1603857195
Marabu,4.41,114.01,89.6,62,40,5.82,MY,1603856694
Vila Velha,-20.33,-40.29,77.0,88,75,8.05,BR,1603857112
Port Macquarie,-31.43,152.92,71.01,72,90,12.75,AU,1603857124
Pangnirtung,66.15,-65.71,8.35,76,0,4.03,CA,1603857092
Erzin,36.96,36.2,75.0,63,62,4.09,TR,1603857201
Itarema,-2.92,-39.92,76.96,85,100,10.16,BR,1603857202
Paciran,-6.88,112.38,88.52,58,91,6.69,ID,1603857204
East London,-33.02,27.91,60.8,93,0,9.17,ZA,1603857030
Lompoc,34.64,-120.46,55.4,82,1,3.36,US,1603857206
Tari,12.41,4.49,73.56,21,0,5.57,NG,1603857207
Ayan,56.45,138.17,35.2,89,100,11.95,RU,1603857157
Jamestown,42.1,-79.24,41.0,100,90,4.92,US,1603856694
Mahébourg,-20.41,57.7,75.99,74,8,3.0,MU,1603857210
Tautira,-17.73,-149.15,82.4,74,75,16.11,PF,1603857211
Albany,42.6,-73.97,44.01,86,100,0.45,US,1603856696
Ahipara,-35.17,173.17,67.96,68,35,2.73,NZ,1603857214
The Pas,53.83,-101.25,28.4,79,90,6.93,CA,1603857216
Upington,-28.45,21.26,66.2,32,0,2.24,ZA,1603857217
Aykhal,66.0,111.5,-5.04,89,57,4.34,RU,1603857218
Bredasdorp,-34.53,20.04,59.0,87,100,3.36,ZA,1603857219
Ulaanbaatar,47.91,106.88,41.0,30,0,5.57,MN,1603857220
Henties Bay,-22.12,14.28,57.99,89,95,9.28,NA,1603857222
Barrow,71.29,-156.79,28.4,79,75,28.86,US,1603856405
Portland,45.52,-122.68,48.0,75,1,0.72,US,1603856975
Port Alfred,-33.59,26.89,63.34,83,54,11.34,ZA,1603857225
Port Elizabeth,-33.92,25.57,60.8,87,0,5.82,ZA,1603857226
Zhigansk,66.77,123.37,-2.56,91,83,3.38,RU,1603856692
Morwa,22.9,73.83,80.56,34,0,6.82,IN,1603857229
Cairns,-16.92,145.77,90.0,58,37,12.75,AU,1603856979
Erandio,43.31,-2.94,59.0,93,75,2.24,ES,1603857232
Burhānpur,21.3,76.23,80.44,41,0,3.85,IN,1603857233
Santa Fe,-31.63,-60.7,60.01,72,0,1.01,AR,1603857126
Fortuna,40.6,-124.16,48.2,87,1,8.05,US,1603857235
Saint Paul Harbor,57.79,-152.41,42.8,56,90,6.96,US,1603857236
Bambous Virieux,-20.34,57.76,75.99,74,14,3.0,MU,1603857237
Tegul'det,57.31,88.17,38.39,77,68,10.16,RU,1603857238
Ahtopol,42.1,27.95,57.99,100,75,3.36,BG,1603857239
Pisco,-13.7,-76.22,63.0,82,0,8.05,PE,1603857240
Kapaa,22.08,-159.32,78.8,78,40,11.41,US,1603857242
Bukachacha,52.98,116.92,29.89,78,52,2.17,RU,1603857243
Trincomalee,8.57,81.23,83.66,64,0,5.93,LK,1603857244
Khatanga,71.97,102.5,-5.57,90,28,9.37,RU,1603857245
General Roca,-39.03,-67.58,55.4,37,0,3.36,AR,1603857247
Oistins,13.07,-59.53,80.6,83,40,17.22,BB,1603857248
Biabou,13.2,-61.13,82.4,83,75,12.75,VC,1603857251
Fukuechō,32.69,128.84,69.8,64,0,6.93,JP,1603857120
Severo-Kuril'sk,50.68,156.12,45.16,78,9,3.51,RU,1603856691
Provideniya,64.38,-173.3,32.0,96,75,15.66,RU,1603857255
Tamboril,19.49,-70.61,77.0,94,75,4.7,DO,1603857256
Javānrūd,34.8,46.52,35.6,59,0,3.31,IR,1603857258
Eha Amufu,6.66,7.76,73.51,90,100,2.24,NG,1603857259
Pevek,69.7,170.31,21.04,95,100,8.9,RU,1603857263
Carnarvon,-24.87,113.63,75.2,64,0,24.16,AU,1603856687
Beidao,34.57,105.89,53.42,56,76,0.94,CN,1603857265
Arraial do Cabo,-22.97,-42.03,72.66,92,20,19.77,BR,1603857036
Kumul,42.8,93.45,56.91,30,0,7.78,CN,1603857267
Cooma,-36.23,149.13,57.2,58,40,5.82,AU,1603857268
Aquiraz,-3.9,-38.39,80.6,78,75,8.05,BR,1603857073
Cape Town,-33.93,18.42,64.0,87,75,10.29,ZA,1603857270
Dingle,11.0,122.67,88.18,67,15,1.23,PH,1603857271
Mabiton,12.83,123.26,83.8,71,23,2.86,PH,1603857272
Tabou,4.42,-7.35,76.98,87,96,2.95,CI,1603857274
Shaunavon,49.65,-108.42,37.06,81,100,12.12,CA,1603857275
Geraldton,-28.77,114.6,75.2,47,0,19.46,AU,1603856706
Cidreira,-30.18,-50.21,62.15,85,100,13.11,BR,1603857277
Feni,23.02,91.41,83.23,74,0,5.41,BD,1603857278
Vao,-22.67,167.48,73.18,82,67,19.06,NC,1603857279
Coquimbo,-29.95,-71.34,53.6,87,0,9.17,CL,1603857103
Akom,2.67,12.71,66.24,97,99,1.83,CM,1603857281
Cabo San Lucas,22.89,-109.91,73.4,69,40,5.82,MX,1603857184
Morbach,49.82,7.12,53.01,93,75,13.87,DE,1603857286
North Platte,41.12,-100.77,24.01,85,1,3.36,US,1603857287
Mar del Plata,-38.0,-57.56,57.0,100,0,5.82,AR,1603857066
São Filipe,14.9,-24.5,81.37,69,90,3.78,CV,1603857086
Yenagoa,4.92,6.26,75.33,95,42,3.18,NG,1603857290
Clyde River,70.47,-68.59,14.0,61,1,6.93,CA,1603857291
Limbang,4.75,115.0,91.4,52,75,8.05,MY,1603857292
Atuona,-9.8,-139.03,78.78,73,1,18.9,PF,1603856713
Flin Flon,54.77,-101.86,24.93,96,100,7.94,CA,1603857295
Hasaki,35.73,140.83,68.0,60,75,1.12,JP,1603856558
San Miguel de Tucumán,-26.82,-65.22,71.6,56,0,9.17,AR,1603857013
Lüderitz,-26.65,15.16,55.47,81,0,9.75,NA,1603857128
Mingguang,32.78,117.96,69.62,54,41,10.25,CN,1603857299
Kropotkin,45.44,40.58,51.01,75,0,12.1,RU,1603857300
Pangoa,-12.12,-73.0,68.36,96,100,2.57,PE,1603857301
Faanui,-16.48,-151.75,79.75,81,100,18.12,PF,1603857302
Sassandra,4.95,-6.08,76.14,89,97,2.08,CI,1603857303
Lagos,6.58,3.75,75.58,92,100,2.01,NG,1603857305
Eirunepé,-6.66,-69.87,74.79,93,88,1.63,BR,1603857306
Salamiyah,35.01,37.05,70.16,22,98,11.59,SY,1603857307
Bethel,41.37,-73.41,50.0,61,90,3.36,US,1603857041
Vestmanna,62.16,-7.17,46.4,81,100,11.41,FO,1603857309
Jacareacanga,-6.22,-57.75,75.79,77,64,1.32,BR,1603857310
Savannah Bight,16.45,-85.85,83.84,79,91,24.4,HN,1603857311
Mount Gambier,-37.83,140.77,66.2,52,75,3.36,AU,1603857312
Esperance,-33.87,121.9,68.0,72,75,18.34,AU,1603857314
Katsuura,35.13,140.3,70.0,68,75,3.36,JP,1603857316
Balikpapan,-1.27,116.83,84.61,66,100,6.38,ID,1603857317
Sheridan,44.83,-106.92,37.0,74,1,5.82,US,1603857318
Anzio,41.49,12.62,53.01,87,5,10.29,IT,1603857319
Kamenka,51.32,42.77,31.95,88,1,10.51,RU,1603857320
Sumé,-7.67,-36.88,72.97,79,99,9.95,BR,1603857321
Ucluelet,48.93,-125.55,54.0,93,100,1.01,CA,1603857274
Bullhead City,35.15,-114.57,62.6,11,1,5.26,US,1603857323
Saint Anthony,45.02,-93.22,33.01,91,90,11.41,US,1603857325
Port Lincoln,-34.73,135.87,66.29,56,0,6.69,AU,1603857326
Kloulklubed,7.04,134.26,80.6,88,90,6.93,PW,1603857327
Saint-Philippe,-21.36,55.77,77.0,61,0,6.93,RE,1603857038
Tilichiki,60.47,166.1,26.29,88,5,8.97,RU,1603857329
Szamotuły,52.61,16.58,43.0,93,0,6.93,PL,1603857330
Kavieng,-2.57,150.8,85.05,66,58,5.5,PG,1603857331
Alofi,-19.06,-169.92,77.0,69,75,21.92,NU,1603857332
Kushmurun,52.45,64.63,22.53,95,89,10.89,KZ,1603857334
Nago,26.59,127.98,82.4,58,20,13.87,JP,1603857335
Lodja,-3.48,23.43,68.16,95,100,1.32,CD,1603857336
Ankazoabo,-22.28,44.52,76.98,52,0,5.75,MG,1603857337
Oskarshamn,57.26,16.45,46.99,96,4,5.01,SE,1603857338
Obo,5.4,26.49,67.46,94,65,2.84,CF,1603857339
Pacifica,37.61,-122.49,64.4,36,20,9.17,US,1603857340
Torbay,47.67,-52.73,39.0,100,90,8.05,CA,1603857341
Margate,51.38,1.39,51.01,82,83,1.99,GB,1603857342
Mūdbidri,13.08,74.98,78.8,94,20,2.04,IN,1603857344
Broome,42.25,-75.83,46.0,87,90,3.36,US,1603857285
Abu Dhabi,24.47,54.37,73.4,73,0,1.12,AE,1603857346
Xining,36.62,101.77,41.22,64,0,1.88,CN,1603857347
Bengkulu,-3.8,102.27,83.82,65,77,5.35,ID,1603857348
Butaritari,3.07,172.79,81.36,65,12,3.96,KI,1603857349
Port Hardy,50.7,-127.42,46.4,100,90,6.93,CA,1603857350
Salalah,17.02,54.09,73.4,56,20,2.24,OM,1603857351
Cherskiy,68.75,161.3,14.31,92,100,8.81,RU,1603857352
Garden City,42.33,-83.33,41.0,86,90,5.82,US,1603857354
Mayumba,-3.43,10.66,77.25,89,99,10.2,GA,1603857355
Kahului,20.89,-156.47,82.4,69,1,3.36,US,1603857356
Piła,53.15,16.74,45.19,79,100,9.89,PL,1603857357
Caravelas,-17.71,-39.25,76.66,92,94,9.17,BR,1603857358
Rocha,-34.48,-54.33,59.23,95,99,7.4,UY,1603857168
Leeds,53.8,-1.55,46.0,85,63,12.66,GB,1603857360
Leningradskiy,69.38,178.42,18.18,90,0,15.99,RU,1603857361
Santa Isabel Rio Negro,-0.41,-65.02,75.92,94,91,0.74,BR,1603857364
Carbonia,39.17,8.52,55.4,82,40,4.7,IT,1603857365
Imbituba,-28.24,-48.67,68.0,94,40,0.38,BR,1603857367
Hermanus,-34.42,19.23,59.0,90,99,1.01,ZA,1603857369
Kirakira,-10.45,161.92,84.18,75,70,10.98,SB,1603857370
Scarborough,54.28,-0.4,44.01,87,58,5.01,GB,1603857371
Kokopo,-4.35,152.26,85.75,64,32,5.77,PG,1603857372
Yinzhu,35.88,119.98,64.4,34,0,8.95,CN,1603857374
Olafsvik,64.89,-23.71,39.45,71,100,19.75,IS,1603857376
Luanda,-8.84,13.23,75.2,94,75,3.36,AO,1603857377
Cabatuan,10.88,122.49,88.09,65,16,0.67,PH,1603857378
Tasiilaq,65.61,-37.64,33.8,34,100,9.17,GL,1603857379
Puteyets,65.17,57.09,32.31,97,100,11.59,RU,1603857380
Bo Rai,12.57,102.54,91.99,74,100,6.89,TH,1603857381
Chui,-33.7,-53.46,62.11,97,100,8.48,UY,1603857207
Prince Rupert,54.32,-130.32,44.6,100,90,1.3,CA,1603857385
Grand Gaube,-20.01,57.66,75.99,73,1,5.01,MU,1603857386
Muros,42.78,-9.06,54.0,95,97,8.43,ES,1603857387
Airai,-8.93,125.41,74.82,69,62,3.49,TL,1603857388
Rio Grande,-32.03,-52.1,62.01,99,96,5.99,BR,1603857141
Marrakesh,31.63,-8.01,53.6,71,0,3.36,MA,1603857370
Nha Trang,12.25,109.18,87.8,89,90,14.99,VN,1603857147
Vardø,70.37,31.11,37.4,93,75,14.99,NO,1603857395
Lavrentiya,65.58,-171.0,27.39,90,29,8.16,RU,1603857396
Humaitá,-7.51,-63.02,74.01,97,67,2.04,BR,1603857397
Tucumã,-0.18,-50.05,78.78,86,8,7.45,BR,1603857398
Nome,64.5,-165.41,33.8,86,90,5.82,US,1603857118
Pekan,3.48,103.4,87.8,74,20,2.24,MY,1603857400
Pacific Grove,36.62,-121.92,60.01,28,1,4.7,US,1603857170
Vallenar,-28.57,-70.76,54.07,74,0,1.03,CL,1603857402
Dingcheng,32.13,115.04,67.71,60,93,10.22,CN,1603857404
São Paulo de Olivença,-3.38,-68.87,75.92,96,100,0.92,BR,1603857397
Salinópolis,-0.61,-47.36,79.48,84,58,10.27,BR,1603857406
Rio Negro,-26.11,-49.8,59.0,84,0,7.0,BR,1603857407
Anyang,36.1,114.33,58.64,32,100,4.32,CN,1603857409
Charters Towers,-20.1,146.27,89.35,31,1,7.96,AU,1603857410
Bonavista,48.65,-53.11,37.0,83,100,1.99,CA,1603857411
Ginda,30.69,78.49,66.67,26,0,3.15,IN,1603857413
Pākāla,13.47,79.12,79.84,63,81,6.69,IN,1603857414
Mayo,38.89,-76.51,60.01,100,90,2.91,US,1603857415
Eqbālīyeh,35.3,51.54,60.8,38,0,11.41,IR,1603857416
Byron Bay,-28.65,153.62,75.99,78,90,12.75,AU,1603857417
Presidente Médici,-11.18,-61.9,74.93,88,76,2.01,BR,1603857418
Mongo,12.18,18.69,75.79,26,0,4.21,TD,1603857419
Alugan,12.22,125.48,85.17,73,5,6.33,PH,1603857420
Taoudenni,22.68,-3.98,74.46,21,0,1.97,ML,1603857421
Arbagar,51.94,116.28,32.0,82,41,3.44,RU,1603857423
San Carlos,9.66,-68.58,72.88,93,0,2.21,VE,1603857424
Ayutla,20.12,-104.33,65.62,84,80,1.72,MX,1603857425
Tabas,33.6,56.92,55.4,28,0,2.24,IR,1603857426
Hualmay,-11.1,-77.61,62.76,88,92,7.43,PE,1603857428
Pauini,-7.71,-66.98,72.1,97,100,3.58,BR,1603857429
Pierre,44.37,-100.35,34.0,64,1,17.22,US,1603857430
Saint-Joseph,-21.37,55.62,77.0,61,0,6.93,RE,1603857431
Bosaso,11.28,49.18,77.54,53,0,3.02,SO,1603857433
Leeton,-34.57,146.4,75.99,38,75,11.41,AU,1603857434
Rabaul,-4.2,152.17,85.3,65,30,4.25,PG,1603857436
Del Rio,29.36,-100.9,39.2,93,90,14.99,US,1603857361
Virginia Beach,36.85,-75.98,64.99,95,0,4.61,US,1603856715
Praia da Vitória,38.73,-27.07,62.01,77,75,7.83,PT,1603857441
Elizabeth City,36.29,-76.25,62.01,97,11,4.85,US,1603857442
Malmyzh,56.52,50.68,31.5,90,47,11.34,RU,1603857444
La Reforma,25.08,-108.05,72.0,40,0,13.0,MX,1603857445
Sabla,12.75,4.71,73.38,21,0,5.7,NG,1603857446
Kaitangata,-46.28,169.85,52.0,81,58,14.0,NZ,1603857246
San Ramon,37.78,-121.98,62.6,20,1,3.36,US,1603857209
Bowen,-20.02,148.23,89.6,43,75,12.75,AU,1603857449
Nioki,-2.72,17.68,70.48,98,100,2.44,CD,1603857450
Camacupa,-12.02,17.48,62.49,88,62,2.37,AO,1603857451
Codrington,-38.27,141.97,63.99,73,72,6.35,AU,1603857452
George Town,5.41,100.34,87.8,74,20,5.82,MY,1603857454
Mehamn,71.04,27.85,37.4,86,75,12.75,NO,1603857455
Tura,25.52,90.22,81.59,68,0,2.28,IN,1603857456
Răuseni,47.57,27.2,54.0,97,11,3.0,RO,1603857457
Ambon City,-3.7,128.18,84.45,71,41,10.42,ID,1603857458
Kaohsiung City,22.62,120.31,86.0,66,75,12.75,TW,1603857459
Lushoto,-4.78,38.28,58.98,92,10,0.92,TZ,1603857460
Lagoa,39.05,-27.98,62.17,64,100,5.35,PT,1603857461
Palmer,42.16,-72.33,48.0,81,90,4.7,US,1603857462
Los Llanos de Aridane,28.66,-17.92,69.8,64,75,8.05,ES,1603857464
Hamilton,39.18,-84.53,48.99,93,90,9.17,US,1603857465
Cumpas,29.98,-109.78,45.34,48,0,0.6,MX,1603857466
Qaanaaq,77.48,-69.36,13.5,82,96,12.15,GL,1603857467
Valleyview,55.07,-117.29,32.0,95,86,5.77,CA,1603857468
Kudat,6.88,116.85,84.2,79,20,2.24,MY,1603857469
Ilulissat,69.22,-51.1,10.4,72,73,4.7,GL,1603857470
Saint-Félicien,48.65,-72.45,24.8,79,90,6.93,CA,1603857336
Novopskov,49.55,39.09,40.75,69,10,11.34,UA,1603857474
Mollendo,-17.02,-72.01,61.75,78,76,6.26,PE,1603857475
São José da Coroa Grande,-8.9,-35.15,75.65,83,90,9.01,BR,1603857476
Zhezkazgan,47.8,67.71,30.13,90,47,14.07,KZ,1603857477
Asău,46.43,26.4,50.0,98,89,1.43,RO,1603857478
Tuktoyaktuk,69.45,-133.04,10.4,92,90,16.11,CA,1603857480
Narsaq,60.92,-46.05,30.2,74,100,1.12,GL,1603857481
Pangkalanbuun,-2.68,111.62,90.9,55,78,3.29,ID,1603857228
Saldanha,-33.01,17.94,59.0,87,100,3.36,ZA,1603857483
Fort-Shevchenko,44.51,50.26,42.04,60,0,18.59,KZ,1603857484
Zastron,-30.3,27.08,62.28,55,15,5.37,ZA,1603857485
Dikson,73.51,80.55,3.99,94,97,18.63,RU,1603857486
Lorengau,-2.02,147.27,85.82,65,62,1.68,PG,1603857487
Beloha,-25.17,45.05,74.1,73,90,16.46,MG,1603857488
Yilan,24.76,121.75,82.4,69,75,16.11,TW,1603857490
Gurupi,-11.73,-49.07,76.51,73,55,4.0,BR,1603857453
Cabedelo,-6.98,-34.83,77.0,88,40,4.7,BR,1603857492
Dvinskoy,62.15,45.12,39.78,94,100,7.2,RU,1603857493
Cuetzalan,20.03,-97.52,63.9,91,78,1.74,MX,1603857494
San Patricio,28.02,-97.52,55.4,93,90,18.34,US,1603857495
Mareeba,-17.0,145.43,90.0,62,38,12.75,AU,1603857496
Padang,-0.95,100.35,86.31,57,41,4.0,ID,1603857295
Waingapu,-9.66,120.26,88.45,56,93,11.74,ID,1603857498
Uthal,25.81,66.62,79.66,39,0,0.6,PK,1603857242
Laguna,38.42,-121.42,62.01,47,1,5.08,US,1603857501
Thompson,55.74,-97.86,17.6,78,75,5.82,CA,1603857502
Nisibis,37.08,41.22,60.8,30,0,4.0,TR,1603857504
Grand-Santi,4.25,-54.38,73.92,93,100,2.53,GF,1603857505
Lucapa,-8.42,20.74,66.11,98,100,0.38,AO,1603857506
Saint-François,46.42,3.91,51.8,87,90,5.82,FR,1603857507
Lae,-6.72,146.98,86.18,60,75,9.13,PG,1603857508
Ancud,-41.87,-73.82,46.99,93,40,3.36,CL,1603857510
Chengzihe,45.33,131.07,46.06,49,0,11.23,CN,1603857511
Mahina,-17.51,-149.49,82.4,74,75,16.11,PF,1603857512
Pedasí,7.53,-80.03,79.21,85,43,7.0,PA,1603857513
Assiut,27.18,31.18,66.2,88,0,11.41,EG,1603857514
Deputatsky,69.3,139.9,-0.85,92,7,5.44,RU,1603857515
Forbes,-33.38,148.02,70.0,62,32,3.0,AU,1603857516
Linguère,15.4,-15.12,76.62,18,0,4.85,SN,1603857518
Preobrazheniye,42.9,133.91,54.73,54,93,6.49,RU,1603857519
Bandarbeyla,9.49,50.81,76.69,73,5,4.07,SO,1603857520
Kerema,-7.96,145.78,82.15,77,83,11.95,PG,1603857521
Bethanien,-26.5,17.16,59.77,33,1,2.89,NA,1603857522
Whitehorse,60.72,-135.05,30.2,86,75,3.36,CA,1603857523
Taltal,-25.4,-70.48,55.69,77,10,2.95,CL,1603857524
Sept-Îles,50.2,-66.38,23.0,85,20,4.7,CA,1603857444
San Cristobal,7.77,-72.22,66.34,92,56,2.13,VE,1603857527
Kiunga,-6.12,141.29,75.36,92,100,2.75,PG,1603857528
Laa,8.08,-10.77,71.19,96,67,1.19,SL,1603857529
Auki,-8.77,160.7,82.4,82,48,4.5,SB,1603857530
Cayenne,4.93,-52.33,77.0,100,0,9.46,GF,1603857531
Stephenville,32.22,-98.2,36.0,100,90,11.41,US,1603857423
Constantine,36.37,6.61,42.8,93,20,3.36,DZ,1603857533
Maraã,-1.83,-65.37,75.13,96,78,1.63,BR,1603857534
Hong Kong,22.29,114.16,79.0,70,100,1.01,HK,1603857365
Kavaratti,10.57,72.64,81.99,74,52,6.67,IN,1603857537
Lata,40.16,-8.33,62.01,94,100,1.01,PT,1603857538
Imeni Poliny Osipenko,52.42,136.49,39.07,72,98,6.13,RU,1603857539
Terney,45.05,136.61,46.04,81,86,1.14,RU,1603857540
Rock Sound,24.9,-76.2,81.82,80,100,16.73,BS,1603857541
Zhangaözen,43.3,52.8,34.95,70,0,13.27,KZ,1603857542
Constitución,-35.33,-72.42,48.81,83,19,2.89,CL,1603857544
Mushie,-3.02,16.9,70.97,97,100,2.59,CD,1603857545
Guerrero Negro,27.98,-114.06,62.49,37,0,13.71,MX,1603857482
Kostanay,53.17,63.58,21.2,92,0,13.42,KZ,1603857547
Lebu,-37.62,-73.65,50.92,88,100,12.33,CL,1603857548
Bathsheba,13.22,-59.52,80.6,83,40,17.22,BB,1603857549
Sabang,5.89,95.32,82.71,74,98,21.12,ID,1603857550
Bail-Hongal,15.82,74.87,77.94,56,0,9.22,IN,1603857552
Ribnitz-Damgarten,54.25,12.47,48.2,81,75,14.99,DE,1603857555
Wajid,3.81,43.25,74.43,82,86,13.62,SO,1603857556
Anadyr,64.75,177.48,14.0,92,0,4.47,RU,1603857557
Gunjur,13.2,-16.73,75.2,100,0,2.77,GM,1603857558
Tofield,53.37,-112.67,39.0,78,100,8.99,CA,1603857559
Villagarzón,1.04,-76.63,72.21,83,100,4.61,CO,1603857560
Namatanai,-3.67,152.43,87.06,62,28,1.3,PG,1603857561
Fes,34.04,-5.0,46.4,93,0,2.24,MA,1603857562
Calvinia,-31.47,19.78,48.94,61,18,4.0,ZA,1603857564
Okha,53.57,142.95,41.67,75,95,4.85,RU,1603857565
Karratha,-20.74,116.85,83.23,50,5,12.71,AU,1603857566
Bairiki Village,1.33,172.98,86.0,66,20,4.7,KI,1603857567
Ugoofaaru,5.67,73.0,83.1,72,7,6.33,MV,1603857568
Avera,33.19,-82.53,71.6,100,90,3.36,US,1603857569
Altar,30.7,-111.82,55.0,35,0,5.01,MX,1603857570
Āsosa,10.07,34.53,62.62,82,0,5.14,ET,1603857571
Ketchikan,55.34,-131.65,46.4,100,90,1.32,US,1603857465
Longyearbyen,78.22,15.64,30.2,86,75,5.82,SJ,1603857574
Aktau,43.65,51.2,32.0,62,0,13.42,KZ,1603857575
Qaqortoq,60.72,-46.03,30.2,74,100,1.12,GL,1603857576
Fort Nelson,58.81,-122.7,21.2,92,40,1.12,CA,1603857466
Srīvardhan,18.03,73.02,83.59,65,0,2.57,IN,1603857579
Trelew,-43.25,-65.31,57.02,34,48,14.56,AR,1603857580
São João da Barra,-21.64,-41.05,73.98,93,87,11.07,BR,1603857581
Acajutla,13.59,-89.83,70.0,100,83,4.79,SV,1603857582
Ribeira Grande,38.52,-28.7,62.87,61,100,4.65,PT,1603857584
Forsytheganj,52.63,29.73,44.06,91,1,6.38,BY,1603857585
Bilibino,68.05,166.44,5.52,90,100,1.54,RU,1603857586
Nanortalik,60.14,-45.24,30.58,90,100,4.7,GL,1603857588
Port Blair,11.67,92.75,84.09,69,96,3.71,IN,1603857522
Myski,53.71,87.8,35.2,86,100,11.7,RU,1603857591
Kiryat Gat,31.61,34.76,73.0,100,66,2.55,IL,1603857592
Mandalgovi,45.76,106.27,41.54,44,0,12.21,MN,1603857594
Kathmandu,27.72,85.32,68.0,72,20,1.54,NP,1603857319
San Jose,37.34,-121.89,63.0,36,0,0.78,US,1603857328
Camiri,-20.05,-63.52,68.67,67,0,1.43,BO,1603857597
Butembo,0.15,29.28,58.64,100,100,2.13,CD,1603857598
Shibetsu,43.66,145.13,53.6,71,75,6.93,JP,1603857599
Heihe,50.24,127.49,37.4,69,40,8.95,CN,1603857600
São Miguel do Araguaia,-13.28,-50.16,75.56,89,100,4.16,BR,1603857602
Guane,22.2,-84.09,77.54,91,100,6.08,CU,1603857604
Hofn,64.25,-15.21,40.6,78,100,23.87,IS,1603857606
Turukhansk,65.82,87.98,6.37,86,97,20.04,RU,1603857609
Hailey,43.52,-114.32,32.0,84,5,4.7,US,1603857532
Oussouye,12.48,-16.55,78.8,94,0,2.19,SN,1603857611
Karatau,43.17,70.47,37.27,65,0,1.19,KZ,1603857612
Verkh-Usugli,52.7,115.17,30.38,81,48,1.77,RU,1603857614
Goderich,43.75,-81.72,44.01,75,97,12.44,CA,1603857615
Isangel,-19.55,169.27,78.62,69,13,16.98,VU,1603857616
Vanimo,-2.67,141.3,83.88,74,45,3.0,PG,1603857618
Pāsighāt,28.07,95.33,83.37,45,0,2.95,IN,1603857619
Saskylakh,71.92,114.08,6.98,93,100,14.27,RU,1603857620
Sémbé,1.65,14.58,68.97,92,100,1.34,CG,1603857621
Klaksvík,62.23,-6.59,46.4,81,99,11.41,FO,1603857563
Solnechnyy,50.72,136.63,36.16,84,100,3.49,RU,1603857623
Newport,51.59,-3.0,46.99,97,82,1.01,GB,1603857422
Yulara,-25.24,130.99,91.4,7,0,6.93,AU,1603857627
